,cluster-label,drug
362,,tenofovir alafenamide
363,,bifonazole
364,,α-vitamin e
365,,chlorpheniramine (maleate)
366,,allantoin
367,,valacyclovir hydrochloride
368,,(r)-(-)-ibuprofen
369,,methenamine
370,,deferoxamine mesylate
371,,dexamethasone acetate
372,,itraconazole hydrochloride
373,,allopurinol riboside
374,,artesunate
375,,pregabalin hydrochloride
376,,sodium picosulfate
377,,piperacillin (sodium)
378,,revefenacin
379,,orphenadrine citrate
380,,raltegravir
381,,atazanavir (sulfate)
382,,cinnarizine
383,,palmidrol [5mm]
384,,ibuprofen
385,,capmatinib
386,,furazolidone
387,,tafenoquine (succinate)
388,,hydralazine hydrochloride
389,,mesalamine
390,,clindamycin (hydrochloride)
391,,procyclidine hydrochloride
392,,cefepime (dihydrochloride monohydrate)
393,,atovaquone
394,,nefopam
395,,d-α-tocopherol acetate
396,,ethylenediamine tetracetate tetra-ethanolamine
397,,sertaconazole (nitrate)
398,,gliclazide
399,,diroximel fumarate
400,,uridine triacetate
401,,nalidixic acid
402,,nitrofurantoin
403,,famciclovir
404,,cefditoren (pivoxil)
405,,relugolix
406,,tiopronin
407,,nicardipine hydrochloride
408,,metaxalone
409,,ethacrynic acid
410,,ledipasvir
411,,ethionamide
412,,cyclizine
413,,glutamine (d)
414,,natamycin
415,,eicosapentaenoic acid
416,,tramadol hydrochloride
417,,chlorhexidine dihydrochloride
418,,atracurium besylate
419,,cefuroxime axetil
420,,paritaprevir
421,,dicyclomine hydrochloride
422,,cefaclor
423,,clofazimine
424,,ethynyl estradiol
425,,nitazoxanide
426,,elvitegravir
427,,etc-1002
428,,cyclosporin a
429,,voxelotor
430,,tenofovir
431,,mannitol
432,,ethambutol (dihydrochloride)
433,,tazobactam
434,,pyrantel (tartrate)
435,,hydrocortisone hemisuccinate
436,,fexinidazole
437,,aztreonam
