,cluster-label,drug
141,46.0,prucalopride (succinate)
142,46.0,aprepitant
143,46.0,tiagabine (hydrochloride)
144,46.0,parecoxib
145,46.0,nifurtimox
146,46.0,nicorandil
147,46.0,nicardipine (hydrochloride)
148,46.0,belumosudil
149,46.0,carglumic acid
150,46.0,tazemetostat
151,46.0,etoricoxib
152,46.0,vecuronium (bromide)
153,46.0,galanthamine
154,46.0,fostamatinib (r788)
155,46.0,enalaprilat (dihydrate)
156,46.0,chloroquine phosphate
157,46.0,gluconolactone
158,46.0,eplerenone
159,46.0,glucosamine hydrochloride
160,46.0,dydrogesterone
161,46.0,cycloserine (d)
162,46.0,felodipine
163,46.0,fluorescein
164,46.0,guaifenesin
165,46.0,guanethidine
166,46.0,eugenol
167,46.0,cinacalcet
168,46.0,hexylresorcinol
169,46.0,guaiacol
170,47.0,sulfadiazine
171,48.0,cyproheptadine (hydrochloride)
172,48.0,cyproheptadine hydrochloride
173,49.0,voriconazole
174,50.0,papaverine hydrochloride
175,51.0,ezetimibe
176,52.0,niacin
177,53.0,edoxaban
178,53.0,apixaban
179,53.0,rivaroxaban
180,54.0,ropinirole (hydrochloride)
181,55.0,methylprednisolone
182,55.0,mometasone furoate
183,55.0,flunisolide
184,55.0,betamethasone dipropionate
185,55.0,deflazacort
186,55.0,hydrocortisone acetate
187,55.0,hydrocortisone 17-butyrate
188,56.0,clidinium bromide
189,56.0,mebeverine hydrochloride
190,56.0,mepenzolate bromide
191,57.0,palonosetron (hydrochloride)
192,57.0,ondansetron
193,58.0,tolbutamide
194,59.0,dobutamine (hydrochloride)
195,59.0,(s)-timolol (maleate)
196,59.0,esmolol (hydrochloride)
197,59.0,carvedilol
198,59.0,propranolol hydrochloride (+/-)
199,60.0,azelastine hydrochloride
200,60.0,hydroxyzine pamoate
201,60.0,fexofenadine hydrochloride
202,60.0,ketotifen (fumarate)
203,60.0,promethazine hydrochloride
204,60.0,clemastine (fumarate)
205,60.0,acrivastine
206,60.0,epinastine
207,60.0,dimenhydrinate
208,60.0,antazoline
209,60.0,diphenhydramine hydrochloride
210,60.0,doxylamine succinate
211,60.0,loratadine
212,61.0,sildenafil citrate
213,62.0,urea
214,63.0,oseltamivir (phosphate)
215,64.0,prazosin hydrochloride
216,65.0,oxymetazoline hydrochloride
217,66.0,zafirlukast
218,67.0,umbralisib
219,68.0,phenylephrine hydrochloride
220,68.0,phenylephrine (hydrochloride)
221,68.0,tamsulosin
222,68.0,silodosin
223,69.0,gefitinib (zd1839)
224,69.0,erlotinib (hydrochloride)
225,70.0,pitolisant (hydrochloride)
226,70.0,betahistine hydrochloride
227,71.0,lemborexant
228,72.0,hesperidin
229,73.0,genistein
230,74.0,riluzole
231,75.0,triamterene
232,76.0,praziquantel
233,76.0,ethambutol hydrochloride
234,77.0,donepezil hydrochloride
235,77.0,neostigmine bromide
236,78.0,duvelisib (ipi-145_ ink1197)
237,79.0,indinavir (sulfate)
238,80.0,apremilast
239,81.0,furosemide
240,82.0,probucol
241,83.0,istradefylline
242,84.0,progesterone
243,85.0,vortioxetine
244,86.0,moxifloxacin hydrochloride
245,86.0,ciprofloxacin
246,86.0,levofloxacin
247,86.0,enoxacin
248,87.0,dapoxetine (hydrochloride)
249,88.0,dextromethorphan hydrobromide
250,89.0,iloprost
251,90.0,verapamil (hydrochloride)
252,91.0,amiloride hydrochloride
253,92.0,amoxicillin (sodium)
254,92.0,amoxicillin
255,93.0,nifedipine
256,94.0,moxonidine
257,94.0,naphazoline hydrochloride
258,95.0,glyburide
259,96.0,estradiol
260,97.0,rufinamide
261,98.0,chlorthalidone
262,99.0,acetaminophen
263,100.0,thiamine
264,101.0,indomethacin
265,102.0,mebendazole
266,103.0,bosutinib
267,104.0,aminocaproic acid hydrochloride
268,105.0,diclofenac
269,106.0,levetiracetam
270,107.0,orlistat
271,108.0,spironolactone
272,109.0,aminophylline
273,110.0,isradipine
274,111.0,acetylcysteine
275,112.0,pindolol
276,113.0,phentolamine hydrochloride
277,113.0,xylometazoline hydrochloride
278,114.0,triclabendazole
279,114.0,decitabine
280,115.0,aspirin
281,116.0,lumacaftor
282,116.0,capsaicin
283,117.0,mianserin hydrochloride
284,118.0,agomelatine
285,119.0,tamoxifen (citrate)
286,120.0,cimetidine
287,121.0,alendronate sodium
288,122.0,lidocaine hydrochloride
289,123.0,melatonin
290,124.0,alfuzosin hydrochloride
291,125.0,bumetanide
292,126.0,probenecid
293,127.0,olanzapine
294,128.0,indapamide
295,129.0,(s)-(+)-ibuprofen
296,130.0,pentoxifylline
297,131.0,diazoxide
298,132.0,celecoxib
299,133.0,phenelzine sulfate
300,134.0,uridine
301,135.0,amantadine hydrochloride
302,136.0,tirofiban (hydrochloride monohydrate)
303,137.0,tadalafil
304,138.0,reserpine
305,139.0,pirfenidone
306,140.0,pioglitazone hydrochloride
307,141.0,miconazole nitrate
308,142.0,metformin hydrochloride
309,143.0,amiodarone hydrochloride
310,144.0,l-ascorbic acid
311,145.0,dipyridamole
312,146.0,disulfiram
313,147.0,cysteamine hydrochloride
314,148.0,chlorzoxazone
315,149.0,bupivacaine hydrochloride
316,150.0,bendroflumethiazide
317,151.0,almotriptan
318,152.0,biotin
319,153.0,sucrose
320,154.0,butenafine (hydrochloride)
321,154.0,terbinafine hydrochloride
322,155.0,folic acid
323,156.0,allopurinol
324,156.0,febuxostat
325,157.0,atenolol
326,158.0,cabergoline
327,159.0,benzoic acid
328,,clindamycin hydrochloride
329,,fampridine
330,,mefloquine
331,,gramicidin (gramicidin a shown)
332,,cromolyn (sodium)
333,,beclometasone dipropionate
334,,lopinavir
335,,cyclosporine
336,,l-cycloserine
337,,sulfamethoxazole
338,,tedizolid
339,,valacyclovir (hydrochloride)
340,,sulfacetamide
341,,vitamin k1
342,,dasabuvir
343,,tezacaftor
344,,osilodrostat
345,,fusidic acid
346,,moxidectin
347,,rapamycin
348,,pyridostigmine bromide
349,,nitisinone
350,,sodium salicylate
351,,rimantadine hydrochloride
352,,niacinamide
353,,(+)-camphor
354,,torsemide
355,,amifampridine
356,,flurbiprofen
357,,cefuroxime (sodium)
358,,lofexidine  hydrochloride
359,,cetylpyridinium chloride
360,,emtricitabine
361,,theophylline
362,,tenofovir alafenamide
363,,bifonazole
364,,α-vitamin e
365,,chlorpheniramine (maleate)
366,,allantoin
367,,valacyclovir hydrochloride
368,,(r)-(-)-ibuprofen
369,,methenamine
370,,deferoxamine mesylate
371,,dexamethasone acetate
372,,itraconazole hydrochloride
373,,allopurinol riboside
374,,artesunate
375,,pregabalin hydrochloride
376,,sodium picosulfate
377,,piperacillin (sodium)
378,,revefenacin
379,,orphenadrine citrate
380,,raltegravir
381,,atazanavir (sulfate)
382,,cinnarizine
383,,palmidrol [5mm]
384,,ibuprofen
385,,capmatinib
386,,furazolidone
387,,tafenoquine (succinate)
388,,hydralazine hydrochloride
389,,mesalamine
390,,clindamycin (hydrochloride)
391,,procyclidine hydrochloride
392,,cefepime (dihydrochloride monohydrate)
393,,atovaquone
394,,nefopam
395,,d-α-tocopherol acetate
396,,ethylenediamine tetracetate tetra-ethanolamine
397,,sertaconazole (nitrate)
398,,gliclazide
399,,diroximel fumarate
400,,uridine triacetate
401,,nalidixic acid
402,,nitrofurantoin
403,,famciclovir
404,,cefditoren (pivoxil)
405,,relugolix
406,,tiopronin
407,,nicardipine hydrochloride
408,,metaxalone
409,,ethacrynic acid
410,,ledipasvir
411,,ethionamide
412,,cyclizine
413,,glutamine (d)
414,,natamycin
415,,eicosapentaenoic acid
416,,tramadol hydrochloride
417,,chlorhexidine dihydrochloride
418,,atracurium besylate
419,,cefuroxime axetil
420,,paritaprevir
421,,dicyclomine hydrochloride
422,,cefaclor
423,,clofazimine
424,,ethynyl estradiol
425,,nitazoxanide
426,,elvitegravir
427,,etc-1002
428,,cyclosporin a
429,,voxelotor
430,,tenofovir
431,,mannitol
432,,ethambutol (dihydrochloride)
433,,tazobactam
434,,pyrantel (tartrate)
435,,hydrocortisone hemisuccinate
436,,fexinidazole
437,,aztreonam
