,cluster-label,drug
122,29.0,itraconazole hydrochloride
123,29.0,bifonazole
124,29.0,butenafine (hydrochloride)
125,30.0,oxymetazoline hydrochloride
126,30.0,xylometazoline hydrochloride
127,30.0,tetrahydrozoline hydrochloride
128,31.0,almotriptan
129,31.0,eletriptan (hydrobromide)
130,32.0,solifenacin (succinate)
131,32.0,guanethidine
132,33.0,pirfenidone
133,34.0,disulfiram
134,35.0,linagliptin
135,35.0,sitagliptin
136,35.0,saxagliptin
137,36.0,azilsartan
138,36.0,azilsartan medoxomil
139,37.0,triamterene
140,37.0,spironolactone
141,38.0,donepezil hydrochloride
142,38.0,neostigmine bromide
143,38.0,galanthamine
144,39.0,orlistat
145,40.0,prazosin hydrochloride
146,40.0,doxazosin mesylate
147,41.0,belumosudil
148,42.0,phenelzine sulfate
149,43.0,apixaban
150,43.0,edoxaban
151,43.0,aminocaproic acid hydrochloride
152,44.0,meclizine hydrochloride
153,44.0,doxylamine succinate
154,44.0,acrivastine
155,44.0,epinastine
156,44.0,cyclizine
157,45.0,bosutinib
158,46.0,dobutamine (hydrochloride)
159,47.0,atenolol
160,47.0,propranolol hydrochloride (+/-)
161,47.0,pindolol
162,48.0,rucaparib (ag-014699 or pf-01367338) phosphate
163,49.0,diphenhydramine hydrochloride
164,49.0,zafirlukast
165,49.0,montelukast (sodium)
166,49.0,azelastine hydrochloride
167,50.0,phenylephrine hydrochloride
168,50.0,phenylephrine (hydrochloride)
169,51.0,moclobemide
170,52.0,carteolol hydrochloride
171,53.0,lumacaftor
172,54.0,bethanechol chloride
173,54.0,clidinium bromide
174,55.0,minoxidil 
175,55.0,tezacaftor
176,55.0,minoxidil hydrochloride
177,56.0,isradipine
178,57.0,(s)-timolol (maleate)
179,58.0,ramelteon
180,58.0,melatonin
181,59.0,acetazolamide
182,59.0,methazolamide
183,60.0,(s)-rasagiline
184,61.0,progesterone
185,62.0,salmeterol
186,63.0,regadenoson
187,64.0,decitabine
188,65.0,delavirdine (mesylate)
189,66.0,clofibrate
190,66.0,gemfibrozil
191,67.0,rufinamide
192,67.0,ropivacaine
193,68.0,ruxolitinib (incb018424)
194,68.0,s-ruxolitinib (incb018424)
195,69.0,liothyronine
196,69.0,liothyronine (sodium)
197,70.0,nitisinone
198,71.0,lidocaine hydrochloride
199,72.0,fostamatinib (r788)
200,73.0,alendronate sodium
201,74.0,cinacalcet
202,75.0,osilodrostat
203,76.0,amantadine hydrochloride
204,77.0,pioglitazone hydrochloride
205,78.0,(r)-(-)-ibuprofen
206,78.0,(s)-(+)-ibuprofen
207,78.0,diclofenac
208,78.0,aspirin
209,78.0,acetaminophen
210,78.0,celecoxib
211,79.0,metformin hydrochloride
212,80.0,pyridostigmine bromide
213,81.0,papaverine hydrochloride
214,82.0,telotristat etiprate
215,83.0,levetiracetam
216,84.0,sumatriptan
217,84.0,rizatriptan benzoate
218,84.0,prucalopride (succinate)
219,85.0,silodosin
220,85.0,tamsulosin
221,86.0,erlotinib (hydrochloride)
222,86.0,gefitinib (zd1839)
223,87.0,nicorandil
224,88.0,aminophylline
225,89.0,reserpine
226,90.0,tazemetostat
227,91.0,iloprost
228,92.0,venetoclax
229,93.0,rapamycin
230,94.0,cabergoline
231,94.0,bromocriptine (mesylate)
232,95.0,dydrogesterone
233,96.0,l-cycloserine
234,96.0,cycloserine (d)
235,97.0,olanzapine
236,98.0,etc-1002
237,99.0,guanfacine (hydrochloride)
238,100.0,carbimazole
239,101.0,allopurinol
240,101.0,allopurinol riboside
241,102.0,tirofiban (hydrochloride monohydrate)
242,103.0,tazobactam
243,104.0,treprostinil
244,104.0,selexipag
245,105.0,nizatidine
246,105.0,cimetidine
247,106.0,atazanavir (sulfate)
248,107.0,vortioxetine
249,108.0,ezetimibe
250,109.0,tiagabine (hydrochloride)
251,110.0,verapamil (hydrochloride)
252,111.0,nicardipine (hydrochloride)
253,112.0,tasimelteon
254,113.0,amiloride hydrochloride
255,113.0,eplerenone
256,114.0,voriconazole
257,114.0,sertaconazole (nitrate)
258,114.0,miconazole nitrate
259,114.0,terbinafine hydrochloride
260,115.0,glycopyrrolate
261,116.0,enalaprilat (dihydrate)
262,117.0,theophylline
263,118.0,agomelatine
264,119.0,terazosin (hydrochloride dihydrate)
265,120.0,moxonidine
266,121.0,riluzole
267,122.0,orphenadrine citrate
268,123.0,umeclidinium (bromide)
269,124.0,telotristat
270,125.0,duvelisib (ipi-145_ ink1197)
271,126.0,relugolix
272,127.0,pyrimethamine
273,128.0,mepenzolate bromide
274,129.0,felodipine
275,130.0,tolterodine (tartrate)
276,131.0,adenosine
277,132.0,pregabalin hydrochloride
278,133.0,sildenafil citrate
279,134.0,diazoxide
280,135.0,promethazine hydrochloride
281,136.0,propantheline bromide
282,137.0,dextromethorphan hydrobromide
283,138.0,fluoxetine hydrochloride
284,139.0,metaproterenol
285,140.0,phentolamine hydrochloride
286,141.0,safinamide
287,142.0,acalabrutinib
288,143.0,buspirone hydrochloride
289,144.0,benoxinate hydrochloride
290,144.0,bupivacaine hydrochloride
291,145.0,febuxostat
292,146.0,pilocarpine nitrate
293,147.0,apremilast
294,148.0,esmolol (hydrochloride)
295,149.0,tedizolid
296,150.0,vecuronium (bromide)
297,150.0,prednisolone
298,150.0,tramadol hydrochloride
299,150.0,rimegepant
300,150.0,pitolisant (hydrochloride)
301,150.0,pancuronium (dibromide)
302,151.0,prasugrel
303,151.0,ticagrelor
304,152.0,zolmitriptan
305,152.0,naratriptan (hydrochloride)
306,153.0,valacyclovir (hydrochloride)
307,153.0,valacyclovir hydrochloride
308,154.0,alogliptin (benzoate)
309,155.0,tadalafil
310,156.0,alfuzosin hydrochloride
311,157.0,tolazamide
312,157.0,tolbutamide
313,157.0,repaglinide
314,158.0,rivaroxaban
315,159.0,dexamethasone acetate
316,159.0,dexamethasone
317,159.0,beclometasone dipropionate
318,159.0,betamethasone dipropionate
319,159.0,atracurium besylate
320,159.0,aprepitant
321,159.0,deflazacort
322,159.0,capsaicin
323,,clopidogrel sulfate
324,,fampridine
325,,chlorthalidone
326,,bendroflumethiazide
327,,mefloquine
328,,benzonatate
329,,gramicidin (gramicidin a shown)
330,,stiripentol
331,,inosine
332,,praziquantel
333,,cromolyn (sodium)
334,,ranolazine
335,,probenecid
336,,niacin
337,,indapamide
338,,vitamin k1
339,,fluorescein
340,,dasabuvir
341,,bumetanide
342,,pyrazinamide
343,,fusidic acid
344,,tenofovir disoproxil
345,,moxidectin
346,,acetylcysteine
347,,rilpivirine
348,,triclabendazole
349,,glucosamine hydrochloride
350,,hexylresorcinol
351,,rimantadine hydrochloride
352,,niacinamide
353,,thiamine
354,,levocarnitine propionate (hydrochloride)
355,,(+)-camphor
356,,mebendazole
357,,torsemide
358,,amifampridine
359,,cobicistat
360,,cetylpyridinium chloride
361,,emtricitabine
362,,tenofovir alafenamide
363,,retinol
364,,ethambutol hydrochloride
365,,sucrose
366,,α-vitamin e
367,,allantoin
368,,guaifenesin
369,,pentoxifylline
370,,methenamine
371,,deferoxamine mesylate
372,,isosorbide mononitrate
373,,silibinin
374,,fexinidazole
375,,artesunate
376,,hydrochlorothiazide
377,,sodium picosulfate
378,,eugenol
379,,pretomanid
380,,uridine
381,,chlorzoxazone
382,,folic acid
383,,raltegravir
384,,amodiaquine (dihydrochloride dihydrate)
385,,palmidrol [5mm]
386,,furazolidone
387,,tafenoquine (succinate)
388,,hydralazine hydrochloride
389,,mesalamine
390,,dolutegravir
391,,atovaquone
392,,methocarbamol
393,,nefopam
394,,d-α-tocopherol acetate
395,,ethylenediamine tetracetate tetra-ethanolamine
396,,levamisole (hydrochloride)
397,,trimethobenzamide hydrochloride
398,,diroximel fumarate
399,,uridine triacetate
400,,urea
401,,nitrofurantoin
402,,oseltamivir (phosphate)
403,,tiopronin
404,,metolazone
405,,carglumic acid
406,,metaxalone
407,,ethacrynic acid
408,,nifurtimox
409,,etravirine
410,,ledipasvir
411,,ethionamide
412,,glutamine (d)
413,,natamycin
414,,eicosapentaenoic acid
415,,chlorhexidine dihydrochloride
416,,genistein
417,,probucol
418,,biotin
419,,clofazimine
420,,benzoic acid
421,,guaiacol
422,,nitazoxanide
423,,cysteamine hydrochloride
424,,sofosbuvir
425,,elvitegravir
426,,furosemide
427,,hesperidin
428,,isosorbide dinitrate
429,,gluconolactone
430,,voxelotor
431,,tenofovir
432,,chlorothiazide
433,,mannitol
434,,ethambutol (dihydrochloride)
435,,l-ascorbic acid
436,,pyrantel (tartrate)
437,,chloroquine phosphate
