,cluster-label,drug
168,34.0,acetylcysteine
169,35.0,ticagrelor
170,35.0,tirofiban (hydrochloride monohydrate)
171,35.0,prasugrel
172,36.0,orphenadrine citrate
173,36.0,metaxalone
174,36.0,methocarbamol
175,36.0,chlorzoxazone
176,37.0,indinavir (sulfate)
177,37.0,delavirdine (mesylate)
178,37.0,rilpivirine
179,37.0,elvitegravir
180,38.0,rimegepant
181,39.0,telotristat
182,39.0,telotristat etiprate
183,40.0,tasimelteon
184,40.0,lemborexant
185,40.0,ramelteon
186,41.0,acetazolamide
187,41.0,methazolamide
188,41.0,(s)-timolol (maleate)
189,42.0,nicardipine hydrochloride
190,42.0,nisoldipine
191,42.0,felodipine
192,42.0,nifedipine
193,42.0,nicardipine (hydrochloride)
194,43.0,tiopronin
195,44.0,allopurinol
196,44.0,allopurinol riboside
197,45.0,benzonatate
198,45.0,dextromethorphan hydrobromide
199,46.0,rizatriptan benzoate
200,46.0,sumatriptan
201,46.0,zolmitriptan
202,46.0,naratriptan (hydrochloride)
203,46.0,eletriptan (hydrobromide)
204,47.0,cyclizine
205,48.0,phenylephrine (hydrochloride)
206,48.0,phenylephrine hydrochloride
207,49.0,flunisolide
208,49.0,allantoin
209,50.0,atovaquone
210,50.0,nitazoxanide
211,50.0,nifurtimox
212,51.0,liothyronine (sodium)
213,51.0,liothyronine
214,52.0,tolterodine (tartrate)
215,53.0,pirfenidone
216,54.0,ropivacaine
217,55.0,tamsulosin
218,55.0,silodosin
219,56.0,bethanechol chloride
220,57.0,sucrose
221,58.0,vecuronium (bromide)
222,59.0,fexinidazole
223,59.0,moxidectin
224,60.0,azelastine hydrochloride
225,61.0,amifampridine
226,61.0,belumosudil
227,62.0,dapsone
228,62.0,clofazimine
229,63.0,folic acid
230,64.0,cimetidine
231,64.0,nizatidine
232,65.0,vitamin k1
233,66.0,amiodarone hydrochloride
234,66.0,esmolol (hydrochloride)
235,67.0,glucosamine hydrochloride
236,68.0,niacin
237,69.0,deferoxamine mesylate
238,70.0,osilodrostat
239,70.0,methyldopa
240,70.0,moxonidine
241,70.0,guanfacine (hydrochloride)
242,70.0,mecamylamine hydrochloride
243,70.0,guanfacine hydrochloride
244,70.0,prazosin hydrochloride
245,70.0,guanethidine
246,70.0,hydralazine hydrochloride
247,70.0,isradipine
248,70.0,lofexidine  hydrochloride
249,71.0,dasabuvir
250,71.0,acyclovir
251,71.0,ledipasvir
252,71.0,famciclovir
253,72.0,hydroxyzine pamoate
254,72.0,buspirone hydrochloride
255,73.0,galanthamine
256,73.0,donepezil hydrochloride
257,74.0,neostigmine bromide
258,75.0,alendronate sodium
259,76.0,urea
260,77.0,melatonin
261,78.0,olanzapine
262,78.0,amisulpride
263,79.0,aprepitant
264,80.0,cinacalcet
265,81.0,venetoclax
266,81.0,tepotinib (emd 1214063)
267,81.0,tazemetostat
268,81.0,s-ruxolitinib (incb018424)
269,81.0,umbralisib
270,81.0,ruxolitinib (incb018424)
271,81.0,tamoxifen (citrate)
272,81.0,rucaparib (ag-014699 or pf-01367338) phosphate
273,82.0,eugenol
274,83.0,glutamine (d)
275,84.0,aminocaproic acid hydrochloride
276,85.0,papaverine hydrochloride
277,86.0,edoxaban
278,86.0,rivaroxaban
279,87.0,sodium picosulfate
280,87.0,naloxegol (oxalate)
281,88.0,voxelotor
282,89.0,selexipag
283,90.0,oxymetazoline hydrochloride
284,90.0,xylometazoline hydrochloride
285,90.0,tetrahydrozoline hydrochloride
286,91.0,inosine
287,92.0,uridine triacetate
288,93.0,dexamethasone
289,93.0,betamethasone dipropionate
290,94.0,gluconolactone
291,95.0,zileuton
292,95.0,revefenacin
293,96.0,minoxidil 
294,96.0,minoxidil hydrochloride
295,97.0,pitolisant (hydrochloride)
296,98.0,pancuronium (dibromide)
297,99.0,apixaban
298,100.0,hesperidin
299,101.0,carteolol hydrochloride
300,102.0,biotin
301,103.0,promethazine hydrochloride
302,104.0,dobutamine (hydrochloride)
303,105.0,diroximel fumarate
304,106.0,cyproheptadine (hydrochloride)
305,106.0,cyproheptadine hydrochloride
306,107.0,capsaicin
307,108.0,etc-1002
308,109.0,(+)-camphor
309,110.0,tezacaftor
310,111.0,sodium salicylate
311,111.0,ibuprofen
312,111.0,flurbiprofen
313,111.0,etoricoxib
314,111.0,indomethacin
315,111.0,parecoxib
316,111.0,naproxen
317,111.0,ibuprofen piconol
318,112.0,fluorescein
319,113.0,mannitol
320,114.0,chlorpropamide
321,115.0,riluzole
322,116.0,cysteamine hydrochloride
323,117.0,fampridine
324,118.0,carglumic acid
325,119.0,nitisinone
326,120.0,probenecid
327,121.0,thiamine
328,122.0,pilocarpine nitrate
329,123.0,praziquantel
330,124.0,lumacaftor
331,125.0,diazoxide
332,126.0,levocarnitine propionate (hydrochloride)
333,127.0,retinol
334,128.0,l-ascorbic acid
335,129.0,disulfiram
336,130.0,benoxinate hydrochloride
337,131.0,α-vitamin e
338,132.0,tiagabine (hydrochloride)
339,133.0,silibinin
340,134.0,febuxostat
341,135.0,diphenhydramine hydrochloride
342,136.0,orlistat
343,137.0,solifenacin (succinate)
344,138.0,chloroquine phosphate
345,139.0,varenicline
346,140.0,carbimazole
347,141.0,niacinamide
348,142.0,acetaminophen
349,143.0,betahistine hydrochloride
350,144.0,guaiacol
351,145.0,aminophylline
352,146.0,cabergoline
353,147.0,atracurium besylate
354,148.0,sertaconazole (nitrate)
355,148.0,miconazole nitrate
356,148.0,terbinafine hydrochloride
357,148.0,voriconazole
358,149.0,darifenacin (hydrobromide)
359,150.0,adenosine
360,151.0,dimenhydrinate
361,152.0,hexylresorcinol
362,153.0,artesunate
363,153.0,amodiaquine (dihydrochloride dihydrate)
364,154.0,anagrelide (hydrochloride)
365,155.0,tadalafil
366,156.0,pyridostigmine bromide
367,157.0,terazosin (hydrochloride dihydrate)
368,158.0,vortioxetine
369,159.0,metformin hydrochloride
370,159.0,gliclazide
371,159.0,glipizide
372,159.0,linagliptin
373,159.0,glyburide
374,159.0,alogliptin (benzoate)
375,160.0,relugolix
376,161.0,mepenzolate bromide
377,162.0,dipyridamole
378,163.0,natamycin
379,164.0,methenamine
380,165.0,lidocaine hydrochloride
381,166.0,amantadine hydrochloride
382,167.0,rapamycin
383,168.0,verapamil (hydrochloride)
384,169.0,mebeverine hydrochloride
385,170.0,metronidazole
386,171.0,cinnarizine
387,172.0,domperidone
388,173.0,cromolyn (sodium)
389,174.0,reserpine
390,175.0,glycopyrrolate
391,176.0,guaifenesin
392,177.0,alfuzosin hydrochloride
393,178.0,chlorpheniramine (maleate)
394,179.0,furazolidone
395,180.0,ethynyl estradiol
396,181.0,treprostinil
397,182.0,sildenafil citrate
398,183.0,procyclidine hydrochloride
399,184.0,chlorhexidine dihydrochloride
400,185.0,spironolactone
401,185.0,triamterene
402,185.0,torsemide
403,186.0,ethambutol (dihydrochloride)
404,186.0,ethambutol hydrochloride
405,186.0,ethionamide
406,186.0,l-cycloserine
407,186.0,cycloserine (d)
408,187.0,iloprost
409,188.0,gemfibrozil
410,188.0,ezetimibe
411,188.0,clofibrate
412,188.0,fenofibrate
413,188.0,fenofibric acid
414,189.0,bupivacaine hydrochloride
415,190.0,benzoic acid
416,191.0,fostamatinib (r788)
417,192.0,atazanavir (sulfate)
418,192.0,etravirine
419,192.0,dolutegravir
420,192.0,cobicistat
421,192.0,darunavir
422,192.0,emtricitabine
423,193.0,antazoline
424,193.0,acrivastine
425,193.0,clemastine (fumarate)
426,194.0,dapoxetine (hydrochloride)
427,194.0,fluoxetine hydrochloride
428,194.0,agomelatine
429,195.0,prucalopride (succinate)
430,196.0,tolbutamide
431,197.0,almotriptan
432,198.0,montelukast (sodium)
433,198.0,ketotifen (fumarate)
434,199.0,amlodipine besylate
435,,uridine
436,,gramicidin (gramicidin a shown)
437,,d-α-tocopherol acetate
438,,ethylenediamine tetracetate tetra-ethanolamine
